,sp500_0,sp500_1
0,500.37278085,2.0006762562
1,501.72395983679263,2.0017598086
2,501.17905921883374,2.0057232339
3,494.6912321463264,2.0087866102
4,495.35959735014404,2.00971395125
5,494.01662675690505,2.01110009135
6,494.8892552563253,2.01260953765
7,493.17397840152495,2.01453631685
8,494.78422951403707,2.01359734299
9,495.53927697734093,2.01257097489
10,493.70608194932663,2.01321032909
11,493.3994624447418,2.01179072559
12,496.1891769019474,2.01316426269
13,495.9452182487616,2.01195320159
14,495.7314676252613,2.01268365186
15,496.4121727634497,2.01615048056
16,497.2240581483247,2.00797155656
17,497.2387198140162,2.01178082856
18,495.692342599896,2.01425888756
19,492.8431942220228,2.01478184306
20,491.326577224464,2.01194190946
21,499.8465765740841,2.00655637246
22,500.37356222056394,2.01391751246
23,500.6617574525165,2.01336608146
24,500.2294994588009,2.01648569796
25,500.2918339571416,2.00699245296
26,502.6867288150395,2.01550237946
27,503.07389300616825,2.01572918542
28,506.8865327300557,2.02425851442
29,508.5725224948534,2.02462062867
30,507.88103672806085,2.02439049831
31,509.6974221122983,2.02418956945
32,509.71239285272543,2.02427195737
33,509.7246941343807,2.03179075237
34,512.9099211860145,2.02259775337
35,512.4431921866932,2.02910254937
36,511.8912597121621,2.02760531017
37,509.9776845140538,2.02634205147
38,514.3318617449704,2.02609362347
39,515.0553987601115,2.02647833017
40,515.4804116796072,2.02862943417
41,515.9627207876155,2.02624295147
42,517.7523854692005,2.02510504277
43,519.0318860222142,2.02410014187
44,515.4140525307047,2.02503918697
45,510.2701532826215,2.0056947369700002
46,513.2157556083758,2.00621396687
47,513.91680843318,2.00972556687
48,514.4840509969733,2.01072756387
49,513.960361282852,2.01392405227
50,514.2953646552269,2.02138444227
51,515.1401047175736,2.02834079977
52,515.6641200166134,2.03483272627
53,513.5350248556599,2.03681086357
54,515.4348559993808,2.04348692237
55,515.5448647658793,2.04196282857
56,516.2236440234518,2.04235408591
57,514.5910346106396,2.04332604241
58,513.489262786303,2.04410549247
59,514.1058732735437,2.04077718007
60,515.256281508434,2.04117408377
61,516.5642702963737,2.03934034067
62,516.0262690221115,2.03864732852
63,515.1821363771861,2.03799777387
64,514.8214375805144,2.04336093287
65,515.9180272176327,2.04714478797
66,512.4759918770676,2.04912895857
67,513.4794357559188,2.05032959597
68,515.0605003507517,2.05050163359
69,515.7579324429456,2.04987413126
70,514.2156938871597,2.05192135426
71,514.9206486368117,2.04907977286
72,514.9266260478485,2.05148821166
73,516.1700008344077,2.05732120466
74,516.8471166160112,2.05955439446
75,518.5457262401617,2.06411498146
76,517.9965379876116,2.06558043246
77,519.9321651769127,2.06684337186
78,520.1018237737926,2.06734703676
79,519.3498239418121,2.07211046476
80,519.7547530015523,2.07560575446
81,519.8824787819664,2.07542571377
82,521.3791894533839,2.07499822079
83,521.5411304031452,2.07994675629
84,522.2745763546909,2.07697408429
85,522.3123144166502,2.08279636569
86,520.5973250706987,2.08324211457
87,521.2621390476565,2.0795465380700002
88,520.7718603131442,2.08284747207
89,522.1270481563831,2.08735150547
90,523.2097863577582,2.09111611437
91,528.6658807950713,2.10033915737
92,535.8432861637257,2.08642113237
93,532.1241900678657,2.08684203889
94,533.3728695527464,2.08756637432
95,532.8758112416738,2.08824867055
96,532.0385033728946,2.08810128837
97,532.8447810164234,2.08960082187
98,530.8605110116127,2.08761514487
